ANSERIFORMES: Anatidae,,,
Townsend's Warbler,Setophaga townsendi,,
Hermit Warbler,Setophaga occidentalis,,
Golden-cheeked Warbler,Setophaga chrysoparia,,Endangered
Black-throated Green Warbler,Setophaga virens,,
Fan-tailed Warbler,Basileuterus lachrymosus,,Rare/Accidental 
Rufous-capped Warbler,Basileuterus rufifrons,,Rare/Accidental 
Golden-crowned Warbler,Basileuterus culicivorus,,Rare/Accidental 
Canada Warbler,Cardellina canadensis,,
Wilson's Warbler,Cardellina pusilla,,
Red-faced Warbler,Cardellina rubrifrons,,
Painted Redstart,Myioborus pictus,,
Slate-throated Redstart,Myioborus miniatus,,Rare/Accidental 
,,,
PASSERIFORMES: Thraupidae,,,
Red-crested Cardinal,Paroaria coronata,,Introduced species 
Yellow-billed Cardinal,Paroaria capitata,,Introduced species 
Crimson-collared Tanager,Ramphocelus sanguinolentus,,Rare/Accidental 
Saffron Finch,Sicalis flaveola,,Introduced species 
White-collared Seedeater,Sporophila torqueola,,
Bananaquit,Coereba flaveola,,Rare/Accidental 
Yellow-faced Grassquit,Tiaris olivaceus,,
Black-faced Grassquit,Tiaris bicolor,,
Greater Antillean Bullfinch,Loxigilla violacea,,Extirpated 
,,,
PASSERIFORMES: Passerellidae,,,
Rufous-winged Sparrow,Peucaea carpalis,,
Botteri's Sparrow,Peucaea botterii,,
Cassin's Sparrow,Peucaea cassinii,,
Bachman's Sparrow,Peucaea aestivalis,,Near-threatened
Grasshopper Sparrow,Ammodramus savannarum,,
Baird's Sparrow,Ammodramus bairdii,,
Henslow's Sparrow,Ammodramus henslowii,,Near-threatened
LeConte's Sparrow,Ammodramus leconteii,,
Nelson's Sparrow,Ammodramus nelsoni,,
Saltmarsh Sparrow,Ammodramus caudacutus,,Endangered
Seaside Sparrow,Ammodramus maritimus,,
Olive Sparrow,Arremonops rufivirgatus,,
American Tree Sparrow,Spizelloides arborea,,
Chipping Sparrow,Spizella passerina,,
Clay-colored Sparrow,Spizella pallida,,
Black-chinned Sparrow,Spizella atrogularis,,
Field Sparrow,Spizella pusilla,,
Brewer's Sparrow,Spizella breweri,,
Worthen's Sparrow,Spizella wortheni,,Rare/Accidental Endangered
Black-throated Sparrow,Amphispiza bilineata,,
Five-striped Sparrow,Amphispiza quinquestriata,,
Lark Sparrow,Chondestes grammacus,,
Lark Bunting,Calamospiza melanocorys,,
Fox Sparrow,Passerella iliaca,,
Dark-eyed Junco,Junco hyemalis,,
Yellow-eyed Junco,Junco phaeonotus,,
Baird's Junco,Junco bairdi,,Near-threatened
White-crowned Sparrow,Zonotrichia leucophrys,,
Golden-crowned Sparrow,Zonotrichia atricapilla,,
Harris's Sparrow,Zonotrichia querula,,
White-throated Sparrow,Zonotrichia albicollis,,
Sagebrush Sparrow,Artemisiospiza nevadensis,,Endemic
Bell's Sparrow,Artemisiospiza belli,,
Striped Sparrow,Oriturus superciliosus,,Rare/Accidental 
Vesper Sparrow,Pooecetes gramineus,,
Savannah Sparrow,Passerculus sandwichensis,,
Song Sparrow,Melospiza melodia,,
Lincoln's Sparrow,Melospiza lincolnii,,
Swamp Sparrow,Melospiza georgiana,,
Canyon Towhee,Melozone fusca,,
Abert's Towhee,Melozone aberti,,
California Towhee,Melozone crissalis,,
Rufous-crowned Sparrow,Aimophila ruficeps,,
Green-tailed Towhee,Pipilo chlorurus,,
Spotted Towhee,Pipilo maculatus,,
Eastern Towhee,Pipilo erythrophthalmus,,
,,,
PASSERIFORMES: Emberizidae,,,
Pine Bunting,Emberiza leucocephalos,,
Yellow-browed Bunting,Emberiza chrysophrys,,Rare/Accidental 
Little Bunting,Emberiza pusilla,,
Rustic Bunting,Emberiza rustica,,Vulnerable
Yellow-throated Bunting,Emberiza elegans,,
Yellow-breasted Bunting,Emberiza aureola,,Critically endangered
Gray Bunting,Emberiza variabilis,,
Pallas's Bunting,Emberiza pallasi,,
Reed Bunting,Emberiza schoeniclus,,
,,,
PASSERIFORMES: Spindalidae,,,
Western Spindalis,Spindalis zena,,
,,,
PASSERIFORMES: Icteriidae,,,
Yellow-breasted Chat,Icteria virens,,
,,,
PASSERIFORMES: Cardinalidae,,,
Hepatic Tanager,Piranga flava,,
Summer Tanager,Piranga rubra,,
Scarlet Tanager,Piranga olivacea,,
Western Tanager,Piranga ludoviciana,,
Flame-colored Tanager,Piranga bidentata,,Rare/Accidental 
Crimson-collared Grosbeak,Rhodothraupis celaeno,,Rare/Accidental 
Northern Cardinal,Cardinalis cardinalis,,
Pyrrhuloxia,Cardinalis sinuatus,,
Yellow Grosbeak,Pheucticus chrysopeplus,,Rare/Accidental 
Rose-breasted Grosbeak,Pheucticus ludovicianus,,
Black-headed Grosbeak,Pheucticus melanocephalus,,
Blue Bunting,Cyanocompsa parellina,,
Blue Grosbeak,Passerina caerulea,,
Lazuli Bunting,Passerina amoena,,
Indigo Bunting,Passerina cyanea,,
Varied Bunting,Passerina versicolor,,
Painted Bunting,Passerina ciris,,Near-threatened
Dickcissel,Spiza americana,,
,,,
PASSERIFORMES: Icteridae,,,
Yellow-headed Blackbird,Xanthocephalus xanthocephalus,,
Bobolink,Dolichonyx oryzivorus,,
Western Meadowlark,Sturnella neglecta,,
Eastern Meadowlark,Sturnella magna,,
Montezuma Oropendola,Psarocolius montezuma,,Introduced species 
Black-vented Oriole,Icterus wagleri,,
Orchard Oriole,Icterus spurius,,
Hooded Oriole,Icterus cucullatus,,
Venezuelan Troupial,Icterus icterus,,Introduced species 
Streak-backed Oriole,Icterus pustulatus,,
Bullock's Oriole,Icterus bullockii,,
Spot-breasted Oriole,Icterus pectoralis,,
Altamira Oriole,Icterus gularis,,
Audubon's Oriole,Icterus graduacauda,,
Baltimore Oriole,Icterus galbula,,
Black-backed Oriole,Icterus abeillei,,Rare/Accidental 
Scott's Oriole,Icterus parisorum,,
Red-winged Blackbird,Agelaius phoeniceus,,
Tricolored Blackbird,Agelaius tricolor,,Endangered
Tawny-shouldered Blackbird,Agelaius humeralis,,Rare/Accidental 
Shiny Cowbird,Molothrus bonariensis,,
Bronzed Cowbird,Molothrus aeneus,,
Brown-headed Cowbird,Molothrus ater,,
Rusty Blackbird,Euphagus carolinus,,Vulnerable
Brewer's Blackbird,Euphagus cyanocephalus,,
Common Grackle,Quiscalus quiscula,,
Boat-tailed Grackle,Quiscalus major,,
Great-tailed Grackle,Quiscalus mexicanus,,
,,,
PASSERIFORMES: Fringillidae,,,
Common Chaffinch,Fringilla coelebs,,Rare/Accidental 
Brambling,Fringilla montifringilla,,
Evening Grosbeak,Coccothraustes vespertinus,,
Hawfinch,Coccothraustes coccothraustes,,
Poo-uli,Melamprosops phaeosoma,,Critically endangered
Akikiki,Oreomystis bairdi,,Critically endangered
Oahu Alauahio,Paroreomyza maculata,,Critically endangered
Kakawahie,Paroreomyza flammea,,Extinct
Maui Alauahio,Paroreomyza montana,,Endangered
Palila,Loxioides bailleui,,Critically endangered
Laysan Finch,Telespiza cantans,,Vulnerable
Nihoa Finch,Telespiza ultima,,Critically endangered
Kona Grosbeak,Chloridops kona,,Extinct
Lesser Koa-Finch,Rhodacanthis flaviceps,,Extinct
Greater Koa-Finch,Rhodacanthis palmeri,,Extinct
Ula-ai-hawane,Ciridops anna,,Extinct
Akohekohe,Palmeria dolei,,Critically endangered
Laysan Honeycreeper,Himatione fraithii,,Endemic Extinct
Apapane,Himatione sanguinea,,Endemic
Iiwi,Drepanis coccinea,,Vulnerable
Hawaii Mamo,Drepanis pacifica,,Extinct
Black Mamo,Drepanis funerea,,Endemic Extinct
Ou,Psittirostra psittacea,,Critically endangered
Lanai Hookbill,Dysmorodrepanis munroi,,Endemic Extinct
Maui Parrotbill,Pseudonestor xanthophrys,,Critically endangered
Kauai Nukupuu,Hemignathus hanapepe,,Endemic Critically endangered
Oahu Nukupuu,Hemignathus lucidus,,Endemic Extinct
Maui Nukupuu,Hemignathus affinis,,Endemic Critically endangered
Akiapolaau,Hemignathus wilsoni,,Endangered
Lesser Akialoa,Akialoa obscura,,Endemic Extinct
Oahu Akialoa,Akialoa ellisiana,,Endemic Extinct
Kauai Akialoa,Akialoa stejnegeri,,Endemic Extinct
Maui-nui Akialoa,Akialoa lanaiensis,,Endemic Extinct
Anianiau,Magumma parva,,Vulnerable
Hawaii Amakihi,Chlorodrepanis virens,,Endemic
Oahu Amakihi,Chlorodrepanis flava,,Vulnerable
Kauai Amakihi,Chlorodrepanis stejnegeri,,Endemic Vulnerable
Greater Amakihi,Viridonia sagittirostris,,Extinct
Hawaii Creeper,Loxops mana,,Endangered
Akekee,Loxops caeruleirostris,,Endemic Critically endangered
Hawaii Akepa,Loxops coccineus,,Endemic Endangered
Oahu Akepa,Loxops wolstenholmei,,Endemic Extinct
Maui Akepa,Loxops ochraceus,,Endemic Critically endangered
Common Rosefinch,Carpodacus erythrinus,,
Pallas's Rosefinch,Carpodacus roseus,,Rare/Accidental 
Pine Grosbeak,Pinicola enucleator,,
Eurasian Bullfinch,Pyrrhula pyrrhula,,
Trumpeter Finch,Bucanetes githagineus,,Rare/Accidental 
Asian Rosy-Finch,Leucosticte arctoa,,Rare/Accidental 
Gray-crowned Rosy-Finch,Leucosticte tephrocotis,,
Black Rosy-Finch,Leucosticte atrata,,
Brown-capped Rosy-Finch,Leucosticte australis,,
House Finch,Haemorhous mexicanus,,
Purple Finch,Haemorhous purpureus,,
Cassin's Finch,Haemorhous cassinii,,Near-threatened
Oriental Greenfinch,Chloris sinica,,Rare/Accidental 
Yellow-fronted Canary,Crithagra mozambica,,Introduced species 
Common Redpoll,Acanthis flammea,,
Hoary Redpoll,Acanthis hornemanni,,
Red Crossbill,Loxia curvirostra,,
Cassia Crossbill,Loxia sinesciuris,,Endemic
White-winged Crossbill,Loxia leucoptera,,
European Goldfinch,Carduelis carduelis,,Introduced species 
European Serin,Serinus serinus,,
Island Canary,Serinus canaria,,Introduced species 
Eurasian Siskin,Spinus spinus,,Rare/Accidental 
Pine Siskin,Spinus pinus,,
Black-headed Siskin,Spinus notatus,,Rare/Accidental 
Lesser Goldfinch,Spinus psaltria,,
Lawrence's Goldfinch,Spinus lawrencei,,
American Goldfinch,Spinus tristis,,
,,,
PASSERIFORMES: Passeridae,,,
House Sparrow,Passer domesticus,,Introduced species 
Eurasian Tree Sparrow,Passer montanus,,Introduced species 
,,,
PASSERIFORMES: Ploceidae,,,
Northern Red Bishop,Euplectes franciscanus,,Introduced species (non established) 
Yellow-crowned Bishop,Euplectes afer,,Introduced species 
,,,
PASSERIFORMES: Estrildidae,,,
Lavender Waxbill,Estrilda caerulescens,,Introduced species 
Orange-cheeked Waxbill,Estrilda melpoda,,Introduced species 
Black-rumped Waxbill,Estrilda troglodytes,,Introduced species 
Common Waxbill,Estrilda astrild,,Introduced species 
Red-cheeked Cordonbleu,Uraeginthus bengalus,,Introduced species 
Red Avadavat,Amandava amandava,,Introduced species 
Zebra Finch,Taeniopygia guttata,,Introduced species 
Indian Silverbill,Euodice malabarica,,Introduced species 
African Silverbill,Euodice cantans,,Introduced species 
Madagascar Munia,Lonchura nana,,Introduced species 
Scaly-breasted Munia,Lonchura punctulata,,Introduced species (non established) 
Tricolored Munia,Lonchura malacca,,Rare/Accidental 
Chestnut Munia,Lonchura atricapilla,,Introduced species 
White-headed Munia,Lonchura maja,,Introduced species 
Java Sparrow,Lonchura oryzivora,,Introduced species  Vulnerable
,,,
PASSERIFORMES: Viduidae,,,
Pin-tailed Whydah,Vidua macroura,,Introduced species
